"","CUST_ID","AREA_CODE","MINUTES_CURR_MONTH","MINUTES_PREV_MONTH","MINUTES_3MONTHS_AGO","CUST_MOS","LONGDIST_FLAG","CALLWAITING_FLAG","NUM_LINES","VOICEMAIL_FLAG","MOBILE_PLAN","CONVERGENT_BILLING","GENDER","INCOME","PHONE_PLAN","EDUCATION","TOT_MINUTES_USAGE","CHURNER"
"473",664,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"474",429,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"475",666,10040,99,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"yes"
"476",667,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"yes"
"477",668,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"478",669,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"479",670,15563,10,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",1754,"yes"
"480",671,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"481",672,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"482",673,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"483",674,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"484",675,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"485",446,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"486",677,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","PhD",3344,"yes"
"487",678,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"488",679,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"489",680,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"490",681,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"491",584,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"492",683,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"493",684,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"494",685,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"495",686,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"496",687,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"497",590,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"498",689,10040,145,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"499",690,21750,5,150,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",230,"no"
"500",691,36785,100,9,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",169,"yes"
"501",692,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"502",693,15563,1004,4,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",1952,"no"
"503",694,10040,565,200,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1415,"no"
"504",695,21750,333,130,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",607,"yes"
"505",696,55166,550,55,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1105,"no"
"506",697,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"507",698,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"508",607,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"509",700,10040,999,900,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Bachelors",3044,"no"
"510",701,21750,5,55,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",61,"yes"
"511",702,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Masters",1031,"no"
"512",703,36785,55,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1177,"no"
"513",704,45987,600,366,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1364,"yes"
"514",613,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"515",706,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"516",707,21750,7543,16754,97,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",24895,"yes"
"517",708,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"518",709,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"519",710,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"520",630,15563,105,7,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",211,"yes"
"521",712,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"522",713,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"523",714,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"524",715,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"525",716,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"526",717,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"527",718,21750,4567,3534,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",8245,"yes"
"528",719,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"529",720,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"530",721,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"531",636,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"532",723,10040,9,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",2354,"no"
"533",724,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"534",725,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"535",726,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"536",727,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"537",1090,15563,5,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",119,"yes"
"538",729,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"539",730,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"540",731,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"541",732,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"542",733,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"543",1096,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"544",735,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"545",736,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"546",737,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"547",738,45987,88,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",158,"no"
"548",1113,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"yes"
"549",740,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"550",741,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"551",742,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"552",743,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"553",744,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"554",1119,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"555",746,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"no"
"556",747,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"557",748,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"558",749,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"559",750,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"560",1136,15563,5435,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",5549,"no"
"561",752,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"562",753,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"563",754,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"564",755,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"565",756,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"566",1142,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"567",758,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"568",759,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"yes"
"569",760,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"570",761,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"571",762,15563,10000,8000,944,26,1,1,3,1,1,"Yes","M","High Income","National","PhD",18944,"yes"
"572",763,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"yes"
"573",764,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"574",765,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"575",766,36785,6000,7899,97,36,0,0,2,1,0,"Yes","M","High Income","Euro-Zone","Post Primary",14529,"yes"
"576",767,45987,7800,5000,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",12824,"yes"
"577",837,15563,105,7,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",211,"yes"
"578",769,10040,9999,12456,1145,3,1,1,2,1,1,"No","M","Medium Income","Euro-Zone","Bachelors",23600,"no"
"579",770,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"580",771,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"581",772,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"582",773,45987,6000,4563,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",10961,"yes"
"583",843,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"584",775,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"585",776,21750,12000,8000,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",20598,"yes"
"586",777,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"587",778,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"588",779,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"589",860,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"yes"
"590",781,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"yes"
"591",782,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"yes"
"592",783,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"593",784,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"594",785,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"595",786,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"yes"
"596",787,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"597",788,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"598",789,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"599",790,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"600",866,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"601",792,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","PhD",3344,"no"
"602",793,21750,5,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",8,"yes"
"603",794,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"604",795,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"605",796,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"606",883,15563,5,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",119,"yes"
"607",798,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"608",799,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"609",800,55166,1100,1000,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",2156,"yes"
"610",801,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"611",802,45987,14000,15000,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",29066,"yes"
"612",889,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"613",804,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"614",805,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"615",806,36785,100,9000,60,10,1,0,2,1,1,"Yes","M","Medium Income","Euro-Zone","Primary",9160,"yes"
"616",807,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"617",808,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"618",809,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"619",810,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"620",811,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"621",812,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"yes"
"622",813,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"623",906,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"yes"
"624",815,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",3344,"no"
"625",816,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"626",817,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"627",818,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"628",819,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"629",912,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"630",821,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"631",822,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"632",823,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"633",824,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"634",825,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"635",929,15563,5435,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",5549,"no"
"636",827,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"637",828,21750,5000,7000,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",12075,"no"
"638",829,36785,100,190,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",350,"yes"
"639",830,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"640",831,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"641",832,10040,5678,3457,2156,14,1,1,1,1,1,"No","M","Low Income","National","Masters",11291,"no"
"642",321,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"643",322,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"644",323,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"645",324,45987,88,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",158,"no"
"646",935,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"647",326,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"648",327,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"649",328,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"650",329,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"651",330,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"652",952,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"yes"
"653",332,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"no"
"654",333,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"655",334,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"656",335,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"657",336,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"658",958,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"yes"
"659",338,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"660",339,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"661",340,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"662",341,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"663",342,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"664",975,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"yes"
"665",344,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"yes"
"666",345,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"yes"
"667",346,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"668",347,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"669",348,15563,10000,8000,944,26,1,1,3,1,1,"Yes","M","High Income","National","PhD",18944,"yes"
"670",349,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"yes"
"671",350,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"672",351,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"673",352,36785,6000,7899,630,36,0,0,2,1,0,"Yes","M","High Income","International","Post Primary",14529,"yes"
"674",353,45987,7800,5000,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",12824,"yes"
"675",981,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"676",355,10040,9999,12456,1145,3,1,1,2,1,1,"No","M","Medium Income","Euro-Zone","Bachelors",23600,"no"
"677",356,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"678",357,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"679",358,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"680",359,45987,6000,4563,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",10961,"yes"
"681",998,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"682",361,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"683",362,21750,12000,8000,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",20598,"yes"
"684",363,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"685",364,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"686",365,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"687",1004,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"688",367,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"689",368,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"690",369,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"691",370,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"692",371,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"693",372,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"694",373,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"695",374,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"696",375,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"697",376,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"698",1021,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"699",378,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","PhD",3344,"no"
"700",379,21750,5,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",8,"yes"
"701",380,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"702",381,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"703",382,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"704",1027,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"705",384,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"706",385,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"707",386,55166,1100,1000,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",2156,"yes"
"708",387,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"709",388,45987,14000,15000,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",29066,"yes"
"710",1044,15563,105,7,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",211,"no"
"711",390,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"712",391,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"713",392,36785,100,9000,60,10,1,0,2,1,1,"Yes","M","Medium Income","Euro-Zone","Primary",9160,"yes"
"714",393,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"715",394,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"716",395,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"717",396,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"718",397,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"719",398,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"yes"
"720",399,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"721",1050,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"722",401,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",3344,"no"
"723",402,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"724",403,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"725",404,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"726",405,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"727",1067,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"728",407,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"729",408,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"730",409,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"731",410,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"732",411,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"733",1073,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"734",413,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"735",414,21750,5000,7000,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",264,"no"
"736",415,36785,100,190,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",350,"yes"
